fuente,numero,texto_completo,n_citas_en_dataset,url_fuente
CST,58,"ARTICULO 58. OBLIGACIONES ESPECIALES DEL TRABAJADOR. Son obligaciones especiales del trabajador: 1. Realizar personalmente la labor, en los términos estipulados; observar los preceptos del reglamento y acatar y cumplir las órdenes e instrucciones que de modo particular la impartan el empleador o sus representantes, según el orden jerárquico establecido. 2. No comunicar con terceros, salvo la autorización expresa, las informaciones que tenga sobre su trabajo, especialmente sobre las cosas que sean de naturaleza reservada o cuya divulgación pueda ocasionar perjuicios al empleador, lo que no obsta para denunciar delitos comunes o violaciones del contrato o de las normas legales del trabajo ante las autoridades competentes. 3. Conservar y restituir un buen estado, salvo el deterioro natural, los instrumentos y útiles que le hayan sido facilitados y las materias primas sobrantes. 4. Guardar rigurosamente la moral en las relaciones con sus superiores y compañeros. 5. Comunicar oportunamente al empleador las observaciones que estime conducentes a evitarle daños y perjuicios. 6. Prestar la colaboración posible en casos de siniestro o de riesgo inminente que afecten o amenacen las personas o cosas de la empresa o establecimiento. 7. Observar las medidas preventivas higiénicas prescritas por el médico del patrono o por las autoridades del ramo; y 8. Observar con suma diligencia y cuidado las instrucciones y órdenes preventivas de accidentes o de enfermedades profesionales. 8A. Adicionado por el art. 4, Ley 1468 de 2011. <El texto adicionado es el siguiente> La trabajadora en estado de embarazo debe empezar a disfrutar la licencia remunerada consagrada en el numeral 1 del artículo 236, al menos una semana antes de la fecha probable del parto.",5,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,60,"ARTICULO 60. PROHIBICIONES A LOS TRABAJADORES. Se prohíbe a los trabajadores: 1. Sustraer de la fábrica, taller o establecimiento, los útiles de trabajo y las materias primas o productos elaborados. Sin permiso del empleador. 2. Presentarse al trabajo en estado de embriaguez o bajo la influencia de narcóticos o drogas enervantes. 3. Conservar armas de cualquier clase en el sitio del trabajo, a excepción de las que con autorización legal puedan llevar los celadores(D.2478/48). 4. Faltar al trabajo sin justa causa de impedimento o sin permiso del empleador, excepto en los casos de huelga, en los cuales deben abandonar el lugar del trabajo. 5. Disminuir intencionalmente el ritmo de ejecución del trabajo, suspender labores, promover suspensiones intempestivas del trabajo o excitar a su declaración o mantenimiento, sea que participe o no en ellas. 6. Hacer colectas, rifas y suscripciones o cualquier clase de propaganda en los lugares de trabajo. 7. Coartar la libertad para trabajar o no trabajar, o para afiliarse o no a un sindicato o permanecer en él o retirarse. 8. Usar los útiles o herramientas suministradas por el empleador en objetos distintos del trabajo contratado. CAPITULO VI TERMINACION DEL CONTRATO DE TRABAJO",2,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,61,"ARTICULO 61. Modificado por el art. 5, la Ley 50 de 1990. <El nuevo texto es el siguiente> TERMINACION DEL CONTRATO. 1. El contrato de trabajo termina: a). Por muerte del trabajador; b). Por mutuo consentimiento; c). Por expiración del plazo fijo pactado; d). Por terminación de la obra o labor contratada; e). Por liquidación o clausura definitiva de la empresa o establecimiento; f). Por suspensión de actividades por parte del empleador durante más de ciento veinte (120) días; g). Por sentencia ejecutoriada; h). Por decisión unilateral en los casos de los artículos 7o., del Decreto Ley 2351/65, y 6o. de esta Ley, e i). Por no regresar el trabajador a su empleo, al desaparecer las causas de la suspensión del contrato. 2. En los casos contemplados en los literales e) y f) de este artículo, el empleador deberá solicitar el correspondiente permiso al Ministerio de Trabajo y Seguridad Social e informar por escrito a sus trabajadores de este hecho. El Ministerio de Trabajo y Seguridad Social resolverá lo relacionado con el permiso en un plazo de dos (2) meses. El cumplimiento injustificado de este término hará incurrir al funcionario responsable en causal de mala conducta sancionable con arreglo al régimen disciplinario vigente. Otras Modificaciones: Modificado por el art.6, Decreto 2351 de 1965 . El texto original era el siguiente:",4,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,62,"ARTICULO 62. Modificado por el art. 7, Decreto 2351 de 1965. <El nuevo texto es el siguiente> TERMINACIÓN DEL CONTRATO POR JUSTA CAUSA. Son justas causas para dar por terminado unilateralmente el contrato de trabajo: A). Por parte del empleador: 1. El haber sufrido engaño por parte del trabajador, mediante la presentación de certificados falsos para su admisión o tendientes a obtener un provecho indebido. 2. Todo acto de violencia, injuria, malos tratamientos o grave indisciplina en que incurra el trabajador en sus labores, contra el empleador, los miembros de su familia, el personal directivo o los compañeros de trabajo. 3. Todo acto grave de violencia, injuria o malos tratamientos en que incurra el trabajador fuera del servicio, en contra del empleador, de los miembros de su familia o de sus representantes y socios, jefes de taller, vigilantes o celadores. 4. Todo daño material causado intencionalmente a los edificios, obras, maquinarias y materias primas, instrumentos y demás objetos relacionados con el trabajo, y toda grave negligencia que ponga en peligro la seguridad de las personas o de las cosas. 5. Todo acto inmoral o delictuoso que el trabajador cometa en el taller, establecimiento o lugar de trabajo o en el desempeño de sus labores. 6. Cualquier violación grave de las obligaciones o prohibiciones especiales que incumben al trabajador de acuerdo con los artículos 58 y 60 del Código Sustantivo del Trabajo, o cualquier falta grave calificada como tal en pactos o convenciones colectivas, fallos arbitrales, contratos individuales o reglamentos. 7. La detención preventiva del trabajador por más de treinta (30) días, a menos que posteriormente sea absuelto; o el arresto correccional que exceda de ocho (8) días, o aun por tiempo menor, cuando la causa de la sanción sea suficiente por sí misma para justificar la extinción del contrato. 8. El que el trabajador revele los secretos técnicos o comerciales o dé a conocer asuntos de carácter reservado, con perjuicio de la empresa. 9. El deficiente rendimiento en el trabajo en relación con la capacidad del trabajador y con el rendimiento promedio en labores análogas, cuando no se corrija en un plazo razonable a pesar del requerimiento del empleador. 10. La sistemática inejecución, sin razones válidas, por parte del trabajador, de las obligaciones convencionales o legales. 11. Todo vicio del trabajador que perturbe la disciplina del establecimiento. 12. La renuencia sistemática del trabajador a aceptar las medidas preventivas, profilácticas o curativas, prescritas por el médico del empleador o por las autoridades para evitar enfermedades o accidentes. 13. La ineptitud del trabajador para realizar la labor encomendada. 14. El reconocimiento al trabajador de la pensión de la jubilación o invalidez estando al servicio de la empresa. 15. La enfermedad contagiosa o crónica del trabajador, que no tenga carácter de profesional, así como cualquiera otra enfermedad o lesión que lo incapacite para el trabajo, cuya curación no haya sido posible durante ciento ochenta (180) días. El despido por esta causa no podrá efectuarse sino al vencimiento de dicho lapso y no exime al empleador de las prestaciones e indemnizaciones legales y convencionales derivadas de la enfermedad. En los casos de los numerales 9 a 15 de este artículo, para la terminación del contrato, el empleador deberá dar aviso al trabajador con anticipación no menor de quince (15) días. B). Por parte del trabajador: 1. El haber sufrido engaño por parte del empleador, respecto de las condiciones de trabajo. 2. Todo acto de violencia, malos tratamientos o amenazas graves inferidas por el empleador contra el trabajador o los miembros de su familia, dentro o fuera del servicio, o inferidas dentro del servicio por los parientes, representantes o dependientes del empleador con el consentimiento o la tolerancia de éste. 3. Cualquier acto del empleador o de sus representantes que induzca al trabajador a cometer un acto ilícito o contrario a sus convicciones políticas o religiosas. 4. Todas las circunstancias que el trabajador no pueda prever al celebrar el contrato, y que pongan en peligro su seguridad o su salud, y que el empleador no se allane a modificar. 5. Todo perjuicio causado maliciosamente por el empleador al trabajador en la prestación del servicio. 6. El incumplimiento sistemático sin razones válidas por parte del empleador, de sus obligaciones convencionales o legales. 7. La exigencia del empleador, sin razones válidas, de la prestación de un servicio distinto, o en lugares diversos de aquél para el cual se le contrató, y 8. Cualquier violación grave de las obligaciones o prohibiciones que incumben al empleador, de acuerdo con los artículos 57 y 59 del Código Sustantivo del Trabajo, o cualquier falta grave calificada como tal en pactos o convenciones colectivas, fallos arbitrales, contratos individuales o reglamentos. PARAGRAFO. La parte que termina unilateralmente el contrato de trabajo debe manifestar a la otra, en el momento de la extinción, la causal o motivo de esa determinación. Posteriormente no pueden alegarse válidamente causales o motivos distintos. El texto original era el siguiente:",16,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,64,"ARTICULO 64. Modificado por el art. 28, Ley 789 de 2002 .<El nuevo texto es el siguiente> TERMINACION UNILATERAL DEL CONTRATO DE TRABAJO SIN JUSTA CAUSA. En todo contrato de trabajo va envuelta la condición resolutoria por incumplimiento de lo pactado, con indemnización de perjuicios a cargo de la parte responsable. Esta indemnización comprende el lucro cesante y el daño emergente. En caso de terminación unilateral del contrato de trabajo sin justa causa comprobada, por parte del empleador o si éste da lugar a la terminación unilateral por parte del trabajador por alguna de las justas causas contempladas en la ley, el primero deberá al segundo una indemnización en los términos que a continuación se señalan: En los contratos a término fijo, el valor de los salarios correspondientes al tiempo que faltare para cumplir el plazo estipulado del contrato; o el del lapso determinado por la duración de la obra o la labor contratada, caso en el cual la indemnización no será inferior a quince (15) días. En los contratos a término indefinido la indemnización se pagará así: a) Para trabajadores que devenguen un salario inferior a diez (10) salarios mínimos mensuales legales: 1. Treinta (30) días de salario cuando el trabajador tuviere un tiempo de servicio no mayor de un (1) año. 2. Si el trabajador tuviere más de un (1) año de servicio continuo se le pagarán veinte (20) días adicionales de salario sobre los treinta (30) básicos del numeral 1, por cada uno de los años de servicio subsiguientes al primero y proporcionalmente por fracción; b) Para trabajadores que devenguen un salario igual o superior a diez (10), salarios mínimos legales mensuales. 1. Veinte (20) días de salario cuando el trabajador tuviere un tiempo de servicio no mayor de un (1) año. 2. Si el trabajador tuviere más de un (1) año de servicio continuo, se le pagarán quince (15) días adicionales de salario sobre los veinte (20) días básicos del numeral 1 anterior, por cada uno de los años de servicio subsiguientes al primero y proporcionalmente por fracción. PARÁGRAFO TRANSITORIO. Los trabajadores que al momento de entrar en vigencia la presente ley, tuvieren diez (10) o más años al servicio continuo del empleador, se les aplicará la tabla de indemnización establecida en los literales b) , c) y d) del",8,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,65,"ARTICULO 65. Modificado por el art. 29, Ley 789 de 2002. <El nuevo texto es el siguiente> INDEMNIZACION POR FALTA DE PAGO. Indemnización por falta de pago: 1. Si a la terminación del contrato, el empleador no paga al trabajador los salarios y prestaciones debidas, salvo los casos de retención autorizados por la ley o convenidos por las partes, debe pagar al asalariado, como indemnización, una suma igual al último salario diario por cada día de retardo, hasta por veinticuatro (24) meses, o hasta cuando el pago se verifique si el período es menor. Si transcurridos veinticuatro (24) meses contados desde la fecha de terminación del contrato, el trabajador no ha iniciado su reclamación por la vía ordinaria o si presentara la demanda, no ha habido pronunciamiento judicial , el empleador deberá pagar al trabajador intereses moratorios a la tasa máxima de créditos de libre asignación certificados por la Superintendencia Bancaria, a partir de la iniciación del mes veinticinco (25) hasta cuando el pago se verifique. Jurisprudencia: El texto subrayado fue declarado INEXEQUIBLE por la Corte Constitucional mediante Sentencia C-781 de 2003 . Dichos intereses los pagará el empleador sobre las sumas adeudadas al trabajador por concepto de salarios y prestaciones en dinero. 2. Si no hay acuerdo respecto del monto de la deuda, o si el trabajador se niega a recibir, el empleador cumple con sus obligaciones consignando ante el juez de trabajo y, en su defecto, ante la primera autoridad política del lugar, la suma que confiese deber, mientras la justicia de trabajo decide la controversia. PARÁGRAFO 1°. Para proceder a la terminación del contrato de trabajo establecido en el",5,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,76,"ARTICULO 76. DEFINICION. Período de prueba es la etapa inicial del contrato de trabajo que tiene por objeto, por parte del empleador, apreciar las aptitudes del trabajador, y por parte de éste, la conveniencia de las condiciones del trabajo.",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,99,ARTICULO 99. Hay contrato de trabajo entre los trabajadores de las Notarías Públicas y Oficinas de Registro de Instrumentos Públicos y Privados y los Notarios y registradores. Estos trabajadores se consideran como particulares.,2,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
Constitución Política,1,"artículo 1° de este acto legislativo, y estará en vigencia para la aprobación de normas de implementación y desarrollo del Acuerdo Final durante el tiempo establecido en el mismo artículo. El control constitucional relacionado con la aprobación de la ley aprobatoria del Acuerdo Especial, será único y automático. El control constitucional relacionado con la implementación del Acuerdo Final mediante leyes ordinarias o leyes estatutarias, será único y automático. TÍTULO TRANSITORIO Adicionado por el art. 1, Acto Legislativo 001 de 2017, <El nuevo texto es el siguiente> DE LAS NORMAS PARA LA TERMINACIÓN DEL CONFLICTO ARMADO Y LA CONSTRUCCIÓN DE UNA PAZ ESTABLE Y DURADERA CAPÍTULO I SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN A rtículo transitorio 1°. Sistema Integral de Verdad, Justicia, Reparación y No Repetición (SIVJRNR). El Sistema Integral estará compuesto por los siguientes mecanismos y medidas: la Comisión para el Esclarecimiento de la Verdad, la Convivencia y la No Repetición; la Unidad para la Búsqueda de Personas dadas por Desaparecidas en el contexto y en razón del conflicto armado; la Jurisdicción Especial para la Paz; las medidas de reparación integral para la construcción de paz y las garantías de no repetición. El Sistema Integral parte del principio de reconocimiento de las víctimas como ciudadanos con derechos; del reconocimiento de que debe existir verdad plena sobre lo ocurrido; del principio de reconocimiento de responsabilidad por parte de todos quienes participaron de manera directa o indirecta en el conflicto y se vieron involucrados de alguna manera en graves violaciones a los derechos humanos y graves infracciones al Derecho Internacional Humanitario; del principio de satisfacción de los derechos de las víctimas a la verdad, la justicia, la reparación y la no repetición. El Sistema es integral, para que las medidas logren un máximo de justicia y de rendición de cuentas sobre las violaciones a los derechos humanos e infracciones al DIH ocurridas a lo largo del conflicto. La integralidad del Sistema contribuye también al esclarecimiento de la verdad del conflicto y la construcción de la memoria histórica. El Sistema Integral hará especial énfasis en medidas restaurativas y reparadoras, y pretende alcanzar justicia no solo con sanciones retributivas. Uno de los paradigmas orientadores de la JEP será la aplicación de una justicia restaurativa que preferentemente busca la restauración del daño causado y la reparación de las víctimas afectadas por el conflicto, especialmente para acabar la situación de exclusión social que les haya provocado la victimización. La justicia restaurativa atiende prioritariamente las necesidades y la dignidad de las víctimas y se aplica con un enfoque integral que garantiza la justicia, la verdad y la no repetición de lo ocurrido. Los distintos mecanismos y medidas de verdad, justicia, reparación y no repetición, en tanto parte de un sistema que busca una respuesta integral a las víctimas, no pueden entenderse de manera aislada. Estarán interconectados a través de relaciones de condicionalidad y de incentivos para acceder y mantener cualquier tratamiento especial de justicia, siempre fundados en el reconocimiento de verdad y responsabilidades. El cumplimiento de estas condicionalidades será verificado por la Jurisdicción Especial para la Paz. Parágrafo 1°. El Sistema Integral tendrá un enfoque territorial, diferencial y de género, que corresponde a las características particulares de la victimización en cada territorio y cada población y en especial a la protección y atención prioritaria de las mujeres y de los niños y niñas víctimas del conflicto armado. El enfoque de género y diferencial se aplicará a todas las fases y procedimientos del Sistema, en especial respecto a todas las mujeres que han padecido o participado en el conflicto. La conformación de todos los componentes del Sistema Integral deberá tener en cuenta la participación equitativa entre hombres y mujeres con respeto a la diversidad étnica y cultural y los principios de publicidad, transparencia, participación ciudadana, idoneidad ética y criterios de cualificación para su selección. Parágrafo 2°. El Estado, por intermedio del Gobierno nacional, garantizará la autonomía administrativa y la suficiencia y autonomía presupuestal del SIVJRNR y en especial del componente de justicia, para lo cual podrá hacer uso del Plan de Inversiones para la Paz contenido en el",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,13,"ARTÍCULO 13. Todas las personas nacen libres e iguales ante la ley, recibirán la misma protección y trato de las autoridades y gozarán de los mismos derechos, libertades y oportunidades sin ninguna discriminación por razones de sexo, raza, origen nacional o familiar, lengua, religión, opinión política o filosófica. El Estado promoverá las condiciones para que la igualdad sea real y efectiva y adoptará medidas en favor de grupos discriminados o marginados. El Estado protegerá especialmente a aquellas personas que por su condición económica, física o mental, se encuentren en circunstancia de debilidad manifiesta y sancionará los abusos o maltratos que contra ellas se cometan. Ver la Ley 581 de 2000.",3,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,15,"Artículo 15. Todas las personas tienen derecho a su intimidad personal y familiar y a su buen nombre, y el Estado debe respetarlos y hacerlos respetar. De igual modo, tienen derecho a conocer, actualizar y rectificar las informaciones que se hayan recogido sobre ellas en los bancos de datos y en archivos de entidades públicas y privadas. En la recolección, tratamiento y circulación de datos se respetarán la libertad y demás garantías consagradas en la Constitución. La correspondencia y demás formas de comunicación privada son inviolables. Sólo pueden ser interceptados o registrados mediante orden judicial, en los casos y con las formalidades que establezca la ley. Con el fin de prevenir la comisión de actos terroristas, una ley estatutaria reglamentará la forma y condiciones en que las autoridades que ella señale, con fundamento en serios motivos, puedan interceptar o registrar la correspondencia y demás formas de comunicación privada, sin previa orden judicial, con aviso inmediato a la Procuraduría General de la Nación y control judicial posterior dentro de las treinta y seis (36) horas siguientes. Al iniciar cada período de sesiones el Gobierno rendirá informe al Congreso sobre el uso que se haya hecho de esta facultad. Los funcionarios que abusen de las medidas a que se refiere este artículo incurrirán en falta gravísima, sin perjuicio de las demás responsabilidades a que hubiere lugar. Para efectos tributarios judiciales y para los casos de inspección, vigilancia e intervención del Estado, podrá exigirse la presentación de libros de contabilidad y demás documentos privados, en los términos que señale la ley. Ver Ley 1266 de 2008",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,189,"ARTICULO 189. Corresponde al Presidente de la República como Jefe de Estado, Jefe del Gobierno y Suprema Autoridad Administrativa: 1. Nombrar y separar libremente a los Ministros del Despacho y a los Directores de Departamentos Administrativos. 2. Dirigir las relaciones internacionales. Nombrar a los agentes diplomáticos y consulares, recibir a los agentes respectivos y celebrar con otros Estados y entidades de derecho internacional tratados o convenios que se someterán a la aprobación del Congreso. 3. Dirigir la fuerza pública y disponer de ella como Comandante Supremo de las Fuerzas Armadas de la República. 4. Conservar en todo el territorio el orden público y restablecerlo donde fuere turbado. 5. Dirigir las operaciones de guerra cuando lo estime conveniente. 6. Proveer a la seguridad exterior de la República, defendiendo la independencia y la honra de la Nación y la inviolabilidad del territorio; declarar la guerra con permiso del Senado, o hacerla sin tal autorización para repeler una agresión extranjera; y convenir y ratificar los tratados de paz, de todo lo cual dará cuenta inmediata al Congreso. 7. Permitir, en receso del Senado, previo dictamen del Consejo de Estado, el tránsito de tropas extranjeras por el territorio de la República. 8. Instalar y clausurar las sesiones del Congreso en cada legislatura. 9. Sancionar las leyes. 10. Promulgar las leyes, obedecerlas y velar por su estricto cumplimiento. 11 . Ejercer la potestad reglamentaria, mediante la expedición de los decretos, resoluciones y órdenes necesarios para la cumplida ejecución de las leyes. 12. Presentar un informe al Congreso, al iniciarse cada legislatura, sobre los actos de la Administración, sobre la ejecución de los planes y programas de desarrollo económico y social, y sobre los proyectos que el Gobierno se proponga adelantar durante la vigencia de la nueva legislatura. 13. Nombrar a los presidentes, directores o gerentes de los establecimientos públicos nacionales y a las personas que deban desempeñar empleos nacionales cuya provisión no sea por concurso o no corresponda a otros funcionarios o corporaciones, según la Constitución o la ley. En todo caso, el Gobierno tiene la facultad de nombrar y remover libremente a sus agentes. 14. Crear, fusionar o suprimir, conforme a la ley, los empleos que demande la administración central, señalar sus funciones especiales y fijar sus dotaciones y emolumentos. El Gobierno no podrá crear, con cargo al Tesoro, obligaciones que excedan el monto global fijado para el respectivo servicio en la ley de apropiaciones iniciales. 15. S uprimir o fusionar entidades u organismos administrativos nacionales de conformidad con la ley. 16. M odificar la estructura de los Ministerios, Departamentos Administrativos y demás entidades u organismos administrativos nacionales, con sujeción a los principios y reglas generales que defina la ley. 17. Distribuir los negocios según su naturaleza, entre Ministerios, Departamentos Administrativos y Establecimientos Públicos. 18. Conceder permiso a los empleados públicos nacionales que lo soliciten, para aceptar, con carácter temporal, cargos o mercedes de gobiernos extranjeros. 19. Conferir grados a los miembros de la fuerza pública y someter para aprobación del Senado los que correspondan de acuerdo con el",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,19,ARTÍCULO 19. Se garantiza la libertad de cultos. Toda persona tiene derecho a profesar libremente su religión y a difundirla en forma individual o colectiva. Todas las confesiones religiosas e iglesias son igualmente libres ante la ley.,1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,23,ARTÍCULO 23. Toda persona tiene derecho a presentar peticiones respetuosas a las autoridades por motivos de interés general o particular y a obtener pronta resolución. El legislador podrá reglamentar su ejercicio ante organizaciones privadas para garantizar los derechos fundamentales.,1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,25,"ARTÍCULO 25. El trabajo es un derecho y una obligación social y goza, en todas sus modalidades, de la especial protección del Estado. Toda persona tiene derecho a un trabajo en condiciones dignas y justas.",3,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,29,"artículo 29 de la Constitución Política, en el Código Penal colombiano vigente al momento de la comisión del hecho, en las normas de Derecho Internacional de los Derechos Humanos (DIDH) y de Derecho Internacional Humanitario (DIH). La JEP respetará las obligaciones internacionales de investigación, juzgamiento y sanción. Lo anterior, siempre con aplicación obligatoria del principio de favorabilidad. En la valoración de la conducta de los miembros de la Fuerza Pública, también se tendrán en cuenta las reglas operacionales vigentes al momento de la comisión del hecho, siempre que no sean contrarias a la normatividad legal. Artículo transitorio 23. Competencia de la Jurisdicción Especial para la Paz . La Jurisdicción Especial para la Paz tendrá competencia sobre los delitos cometidos por causa, con ocasión o en relación directa o indirecta con el conflicto armado y sin ánimo de obtener enriquecimiento personal ilícito, o en caso de que existiera, sin ser este la causa determinante de la conducta delictiva. Para el efecto se tendrán en cuenta los siguientes criterios: a) Que el conflicto armado haya sido la causa directa o indirecta de la comisión de la conducta punible, o b) Que la existencia del conflicto armado haya influido en el autor, partícipe o encubridor de la conducta punible cometida por causa, con ocasión o en relación directa o indirecta con el conflicto, en cuanto a: • Su capacidad para cometerla, es decir, a que por razón del conflicto armado el perpetrador haya adquirido habilidades mayores que le sirvieron para ejecutar la conducta. • Su decisión para cometerla, es decir, a la resolución o disposición del individuo para cometerla. • La manera en que fue cometida, es decir, a que, producto del conflicto armado, el perpetrador de la conducta haya tenido la oportunidad de contar con medios que le sirvieron para consumarla. • La selección del objetivo que se proponía alcanzar con la comisión del delito. Artículo transitorio 24. Responsabilidad del mando. Para la determinación de la responsabilidad del mando, la Jurisdicción Especial para la Paz aplicará, en el caso de los miembros de la Fuerza Pública, el Código Penal colombiano, el Derecho Internacional Humanitario como ley especial, y las reglas operacionales de la Fuerza Pública en relación con el DIH siempre que ellas no sean contrarias a la normatividad legal. La determinación de la responsabilidad del mando no podrá fundarse exclusivamente en el rango, la jerarquía o el ámbito de jurisdicción. La responsabilidad de los miembros de la Fuerza Pública por los actos de sus subordinados deberá fundarse en el control efectivo de la respectiva conducta, en el conocimiento basado en la información a su disposición antes, durante, o después de la realización de la respectiva conducta, así como en los medios a su alcance para prevenir que se cometa o se siga cometiendo la conducta punible, siempre y cuando las condiciones fácticas lo permitan, y de haber ocurrido, promover las investigaciones procedentes. Se entenderá que existe mando y control efectivo del superior militar o policial sobre los actos de sus subordinados, cuando se demuestren las siguientes condiciones concurrentes: a) Que la conducta o las conductas punibles hayan sido cometidas dentro del área de responsabilidad asignada a la unidad bajo su mando según el nivel correspondiente y que tengan relación con actividades bajo su responsabilidad; b) Que el superior tenga la capacidad legal y material de emitir órdenes, de modificarlas o de hacerlas cumplir; c) Que el superior tenga la capacidad efectiva de desarrollar y ejecutar operaciones dentro del área donde se cometieron los hechos punibles, conforme al nivel de mando correspondiente; y d) Que el superior tenga la capacidad material y directa de tomar las medidas adecuadas para evitar o reprimir la conducta o las conductas punibles de sus subordinados, siempre y cuando haya de su parte conocimiento actual o actualizable de su comisión. Artículo transitorio 25. Sanciones en la Jurisdicción Especial para la Paz. En el caso de miembros de la Fuerza Pública, las sanciones propias del Sistema tendrán un contenido reparador, así como de restricción de libertades y derechos. La ley reglamentará las modalidades de ejecución de las sanciones propias, así como los mecanismos idóneos de monitoreo, vigilancia y control del cumplimiento de dichas sanciones. Las sanciones alternativas u ordinarias aplicables a los miembros de la Fuerza Pública que impliquen la privación efectiva de la libertad se cumplirán en todo caso en los establecimientos previstos en el régimen penitenciario y carcelario establecido para ellos, conforme al principio de tratamiento diferenciado. Para el caso de las sanciones ordinarias, se podrá obtener redenciones, subrogados penales o beneficios adicionales en la privación de libertad, siempre y cuando el sancionado se comprometa a contribuir con su resocialización a través del trabajo, capacitación o estudio durante el tiempo que permanezca privado de la libertad y a promover actividades orientadas a la no repetición del daño causado una vez puesto en libertad. Artículo transitorio 26. Exclusión de la acción de repetición y llamamiento en garantía para miembros de la Fuerza Pública. En el caso de miembros de la Fuerza Pública que hayan cometido conductas punibles por causa, con ocasión o en relación directa o indirecta con el conflicto armado interno, no procederá la acción de repetición y el llamamiento en garantía establecidos en el",2,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,345,"ARTICULO 345. En tiempo de paz no se podrá percibir contribución o impuesto que no figure en el presupuesto de rentas, ni hacer erogación con cargo al Tesoro que no se halle incluida en el de gastos. Tampoco podrá hacerse ningún gasto público que no haya sido decretado por el Congreso, por las asambleas departamentales, o por los concejos distritales o municipales, ni transferir crédito alguno a objeto no previsto en el respectivo presupuesto.",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,43,"ARTÍCULO 43. La mujer y el hombre tienen iguales derechos y oportunidades. La mujer no podrá ser sometida a ninguna clase de discriminación. Durante el embarazo y después del parto gozará de especial asistencia y protección del Estado, y recibirá de éste subsidio alimentario si entonces estuviere desempleada o desamparada. El Estado apoyará de manera especial a la mujer cabeza de familia. Ver Ley 581 de 2000",2,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
Constitución Política,47,"ARTÍCULO 47. El Estado adelantará una política de previsión, rehabilitación e integración social para los disminuidos físicos, sensoriales y psíquicos, a quienes se prestará la atención especializada que requieran.",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
