consulta,articulo,tipo,label,sentencia_origen
"Entré a trabajar en marzo de 2019 en una tienda. En abril me dijeron que me iban a vincular directamente y me pidieron exámenes médicos incluyendo prueba de embarazo. El mismo día que me hice los exámenes me despidieron diciendo que no pasé el período de prueba. Dos semanas después me enteré que tenía 6 semanas de embarazo, o sea que ya estaba embarazada cuando me despidieron.",CST Art. 239 numeral 2,positivo,1,T-305/20
"Entré a trabajar en marzo de 2019 en una tienda. En abril me dijeron que me iban a vincular directamente y me pidieron exámenes médicos incluyendo prueba de embarazo. El mismo día que me hice los exámenes me despidieron diciendo que no pasé el período de prueba. Dos semanas después me enteré que tenía 6 semanas de embarazo, o sea que ya estaba embarazada cuando me despidieron.",CST Art. 240,positivo,1,T-305/20
"Entré a trabajar en marzo de 2019 en una tienda. En abril me dijeron que me iban a vincular directamente y me pidieron exámenes médicos incluyendo prueba de embarazo. El mismo día que me hice los exámenes me despidieron diciendo que no pasé el período de prueba. Dos semanas después me enteré que tenía 6 semanas de embarazo, o sea que ya estaba embarazada cuando me despidieron.",CST Art. 236,negativo_facil,0,T-305/20
"Entré a trabajar en marzo de 2019 en una tienda. En abril me dijeron que me iban a vincular directamente y me pidieron exámenes médicos incluyendo prueba de embarazo. El mismo día que me hice los exámenes me despidieron diciendo que no pasé el período de prueba. Dos semanas después me enteré que tenía 6 semanas de embarazo, o sea que ya estaba embarazada cuando me despidieron.",CST Art. 61,negativo_dificil_placeholder,0,T-305/20
"Trabajé como soldador en misión desde enero de 2009. En junio tuve un accidente de tránsito que me causó trauma craneoencefálico severo, estuve incapacitado 307 días. En enero de 2010 me despidieron sin autorización del inspector del trabajo mientras seguía incapacitado y sin que me hubieran calificado la discapacidad.","Ley 361 de 1997, Art. 26",positivo,1,T-140/11
"Trabajé como soldador en misión desde enero de 2009. En junio tuve un accidente de tránsito que me causó trauma craneoencefálico severo, estuve incapacitado 307 días. En enero de 2010 me despidieron sin autorización del inspector del trabajo mientras seguía incapacitado y sin que me hubieran calificado la discapacidad.",CST Art. 62 numeral 15,positivo,1,T-140/11
"Trabajé como soldador en misión desde enero de 2009. En junio tuve un accidente de tránsito que me causó trauma craneoencefálico severo, estuve incapacitado 307 días. En enero de 2010 me despidieron sin autorización del inspector del trabajo mientras seguía incapacitado y sin que me hubieran calificado la discapacidad.",CST Art. 236,negativo_facil,0,T-140/11
"Trabajé como soldador en misión desde enero de 2009. En junio tuve un accidente de tránsito que me causó trauma craneoencefálico severo, estuve incapacitado 307 días. En enero de 2010 me despidieron sin autorización del inspector del trabajo mientras seguía incapacitado y sin que me hubieran calificado la discapacidad.",CST Art. 64 numeral 1,negativo_dificil_placeholder,0,T-140/11
"Trabajo en ECOPETROL con contrato indefinido en nómina directiva. Solicité que inscribieran a mi esposo como familiar para que tuviera los mismos beneficios médicos que les dan a las esposas de los trabajadores hombres, pero me lo negaron porque el Acuerdo 01 de 1977 tiene requisitos diferentes según el sexo del trabajador.",Constitución Política Art. 13,positivo,1,T-400/02
"Trabajo en ECOPETROL con contrato indefinido en nómina directiva. Solicité que inscribieran a mi esposo como familiar para que tuviera los mismos beneficios médicos que les dan a las esposas de los trabajadores hombres, pero me lo negaron porque el Acuerdo 01 de 1977 tiene requisitos diferentes según el sexo del trabajador.",Constitución Política Art. 43,positivo,1,T-400/02
"Trabajo en ECOPETROL con contrato indefinido en nómina directiva. Solicité que inscribieran a mi esposo como familiar para que tuviera los mismos beneficios médicos que les dan a las esposas de los trabajadores hombres, pero me lo negaron porque el Acuerdo 01 de 1977 tiene requisitos diferentes según el sexo del trabajador.",CST Art. 236,negativo_facil,0,T-400/02
"Trabajo en ECOPETROL con contrato indefinido en nómina directiva. Solicité que inscribieran a mi esposo como familiar para que tuviera los mismos beneficios médicos que les dan a las esposas de los trabajadores hombres, pero me lo negaron porque el Acuerdo 01 de 1977 tiene requisitos diferentes según el sexo del trabajador.",Código Sustantivo del Trabajo Art. 230 - Prestaciones para familiares del trabajador,negativo_dificil_placeholder,0,T-400/02
"Trabajé como auxiliar de servicios generales desde enero de 2005. Cuando quedé embarazada y lo comenté con mis compañeras y mi jefa, empezaron a incomodarme y el 4 de mayo de 2005 me despidieron argumentando malos tratos verbales a mi jefa, algo que nunca pasó. La empresa sabía que estaba embarazada pero lo negó.","Decreto 2351 de 1965, Art. 7, Literal a), Numerales 2 y 6",positivo,1,T-014/06
"Trabajé como auxiliar de servicios generales desde enero de 2005. Cuando quedé embarazada y lo comenté con mis compañeras y mi jefa, empezaron a incomodarme y el 4 de mayo de 2005 me despidieron argumentando malos tratos verbales a mi jefa, algo que nunca pasó. La empresa sabía que estaba embarazada pero lo negó.","CST Art. 58, Numeral 1",positivo,1,T-014/06
"Trabajé como auxiliar de servicios generales desde enero de 2005. Cuando quedé embarazada y lo comenté con mis compañeras y mi jefa, empezaron a incomodarme y el 4 de mayo de 2005 me despidieron argumentando malos tratos verbales a mi jefa, algo que nunca pasó. La empresa sabía que estaba embarazada pero lo negó.",CST Art. 236,negativo_facil,0,T-014/06
"Trabajé como auxiliar de servicios generales desde enero de 2005. Cuando quedé embarazada y lo comenté con mis compañeras y mi jefa, empezaron a incomodarme y el 4 de mayo de 2005 me despidieron argumentando malos tratos verbales a mi jefa, algo que nunca pasó. La empresa sabía que estaba embarazada pero lo negó.",CST Art. 239,negativo_dificil_placeholder,0,T-014/06
"Trabajé para una empresa de servicios temporales desde abril de 2009 hasta agosto de 2010. Me despidieron cuando estaba en proceso de calificación de pérdida de capacidad laboral por enfermedades profesionales (síndrome del túnel del carpo bilateral, tendinitis y epicondilitis). La empresa me sacó sin pedir permiso al Ministerio de Protección Social, estando yo incapacitada.","Ley 361 de 1997, Art. 26",positivo,1,T-663/11
"Trabajé para una empresa de servicios temporales desde abril de 2009 hasta agosto de 2010. Me despidieron cuando estaba en proceso de calificación de pérdida de capacidad laboral por enfermedades profesionales (síndrome del túnel del carpo bilateral, tendinitis y epicondilitis). La empresa me sacó sin pedir permiso al Ministerio de Protección Social, estando yo incapacitada.",CST Art. 236,negativo_facil,0,T-663/11
"Trabajé para una empresa de servicios temporales desde abril de 2009 hasta agosto de 2010. Me despidieron cuando estaba en proceso de calificación de pérdida de capacidad laboral por enfermedades profesionales (síndrome del túnel del carpo bilateral, tendinitis y epicondilitis). La empresa me sacó sin pedir permiso al Ministerio de Protección Social, estando yo incapacitada.","Código Sustantivo del Trabajo, Art. 62 - Terminación del contrato por justa causa",negativo_dificil_placeholder,0,T-663/11
"Trabajé en Telecom desde 1996. En julio de 2003 me despidieron estando embarazada, diciéndome que era por liquidación de la empresa y supresión del cargo. Yo les avisé del embarazo y pedí que me incluyeran en el 'retén social' para madres cabeza de familia, pero me lo negaron. Mi hijo nació en diciembre de 2003.",Constitución Política Art. 43,positivo,1,T-866/05
"Trabajé en Telecom desde 1996. En julio de 2003 me despidieron estando embarazada, diciéndome que era por liquidación de la empresa y supresión del cargo. Yo les avisé del embarazo y pedí que me incluyeran en el 'retén social' para madres cabeza de familia, pero me lo negaron. Mi hijo nació en diciembre de 2003.",CST Art. 239,positivo,1,T-866/05
"Trabajé en Telecom desde 1996. En julio de 2003 me despidieron estando embarazada, diciéndome que era por liquidación de la empresa y supresión del cargo. Yo les avisé del embarazo y pedí que me incluyeran en el 'retén social' para madres cabeza de familia, pero me lo negaron. Mi hijo nació en diciembre de 2003.",Ley 790 de 2002,positivo,1,T-866/05
"Trabajé en Telecom desde 1996. En julio de 2003 me despidieron estando embarazada, diciéndome que era por liquidación de la empresa y supresión del cargo. Yo les avisé del embarazo y pedí que me incluyeran en el 'retén social' para madres cabeza de familia, pero me lo negaron. Mi hijo nació en diciembre de 2003.",Ley 813 de 2003,positivo,1,T-866/05
"Trabajé en Telecom desde 1996. En julio de 2003 me despidieron estando embarazada, diciéndome que era por liquidación de la empresa y supresión del cargo. Yo les avisé del embarazo y pedí que me incluyeran en el 'retén social' para madres cabeza de familia, pero me lo negaron. Mi hijo nació en diciembre de 2003.",Código Civil Art. 90,positivo,1,T-866/05
"Trabajé en Telecom desde 1996. En julio de 2003 me despidieron estando embarazada, diciéndome que era por liquidación de la empresa y supresión del cargo. Yo les avisé del embarazo y pedí que me incluyeran en el 'retén social' para madres cabeza de familia, pero me lo negaron. Mi hijo nació en diciembre de 2003.",CST Art. 236,negativo_facil,0,T-866/05
"Trabajé en Telecom desde 1996. En julio de 2003 me despidieron estando embarazada, diciéndome que era por liquidación de la empresa y supresión del cargo. Yo les avisé del embarazo y pedí que me incluyeran en el 'retén social' para madres cabeza de familia, pero me lo negaron. Mi hijo nació en diciembre de 2003.",CST Art. 240,negativo_dificil_placeholder,0,T-866/05
"Trabajé más de 15 años en una empresa y me dejaron de pagar el salario por más de 12 meses. Seguí trabajando pero no recibía pago, quedé sin servicios de salud y viviendo casi de la caridad, a pesar de seguir cumpliendo mis obligaciones laborales.",Constitución Política Art. 25,positivo,1,T-046/00
"Trabajé más de 15 años en una empresa y me dejaron de pagar el salario por más de 12 meses. Seguí trabajando pero no recibía pago, quedé sin servicios de salud y viviendo casi de la caridad, a pesar de seguir cumpliendo mis obligaciones laborales.",CST Art. 236,negativo_facil,0,T-046/00
"Trabajé más de 15 años en una empresa y me dejaron de pagar el salario por más de 12 meses. Seguí trabajando pero no recibía pago, quedé sin servicios de salud y viviendo casi de la caridad, a pesar de seguir cumpliendo mis obligaciones laborales.",Código Sustantivo del Trabajo Art. 65 - Terminación del contrato por parte del trabajador,negativo_dificil_placeholder,0,T-046/00
"Me presenté a un proceso de selección para agente de call center, pasé todas las pruebas y capacitaciones, pero cuando me hicieron exámenes médicos me tomaron una prueba de sangre (solo a las mujeres, no a los hombres). Días después me dijeron que no seguía en el proceso. Resulta que estaba embarazada y creo que usaron esa prueba de sangre para saberlo sin mi consentimiento y por eso me discriminaron.",CP Art. 13,positivo,1,T-202/24
"Me presenté a un proceso de selección para agente de call center, pasé todas las pruebas y capacitaciones, pero cuando me hicieron exámenes médicos me tomaron una prueba de sangre (solo a las mujeres, no a los hombres). Días después me dijeron que no seguía en el proceso. Resulta que estaba embarazada y creo que usaron esa prueba de sangre para saberlo sin mi consentimiento y por eso me discriminaron.",CP Art. 25,positivo,1,T-202/24
"Me presenté a un proceso de selección para agente de call center, pasé todas las pruebas y capacitaciones, pero cuando me hicieron exámenes médicos me tomaron una prueba de sangre (solo a las mujeres, no a los hombres). Días después me dijeron que no seguía en el proceso. Resulta que estaba embarazada y creo que usaron esa prueba de sangre para saberlo sin mi consentimiento y por eso me discriminaron.",CP Art. 43,positivo,1,T-202/24
"Me presenté a un proceso de selección para agente de call center, pasé todas las pruebas y capacitaciones, pero cuando me hicieron exámenes médicos me tomaron una prueba de sangre (solo a las mujeres, no a los hombres). Días después me dijeron que no seguía en el proceso. Resulta que estaba embarazada y creo que usaron esa prueba de sangre para saberlo sin mi consentimiento y por eso me discriminaron.",CP Art. 53,positivo,1,T-202/24
"Me presenté a un proceso de selección para agente de call center, pasé todas las pruebas y capacitaciones, pero cuando me hicieron exámenes médicos me tomaron una prueba de sangre (solo a las mujeres, no a los hombres). Días después me dijeron que no seguía en el proceso. Resulta que estaba embarazada y creo que usaron esa prueba de sangre para saberlo sin mi consentimiento y por eso me discriminaron.","Decreto 2591 de 1991, Art. 25",positivo,1,T-202/24
"Me presenté a un proceso de selección para agente de call center, pasé todas las pruebas y capacitaciones, pero cuando me hicieron exámenes médicos me tomaron una prueba de sangre (solo a las mujeres, no a los hombres). Días después me dijeron que no seguía en el proceso. Resulta que estaba embarazada y creo que usaron esa prueba de sangre para saberlo sin mi consentimiento y por eso me discriminaron.",CST Art. 236,negativo_facil,0,T-202/24
"Me presenté a un proceso de selección para agente de call center, pasé todas las pruebas y capacitaciones, pero cuando me hicieron exámenes médicos me tomaron una prueba de sangre (solo a las mujeres, no a los hombres). Días después me dijeron que no seguía en el proceso. Resulta que estaba embarazada y creo que usaron esa prueba de sangre para saberlo sin mi consentimiento y por eso me discriminaron.",CST Art. 239,negativo_dificil_placeholder,0,T-202/24
"Trabajé como docente en un colegio con contrato a término fijo de 10 meses. Quedé embarazada en enero de 2007 y le avisé al colegio. En mayo me notificaron que mi contrato vencía en junio cuando tenía 6 meses de embarazo, y me despidieron sin autorización del inspector de trabajo.",Constitución Política Art. 43,positivo,1,T-352/08
"Trabajé como docente en un colegio con contrato a término fijo de 10 meses. Quedé embarazada en enero de 2007 y le avisé al colegio. En mayo me notificaron que mi contrato vencía en junio cuando tenía 6 meses de embarazo, y me despidieron sin autorización del inspector de trabajo.",CST Art. 239 modificado por Ley 50 de 1990 Art. 35,positivo,1,T-352/08
"Trabajé como docente en un colegio con contrato a término fijo de 10 meses. Quedé embarazada en enero de 2007 y le avisé al colegio. En mayo me notificaron que mi contrato vencía en junio cuando tenía 6 meses de embarazo, y me despidieron sin autorización del inspector de trabajo.",CST Art. 236,negativo_facil,0,T-352/08
"Trabajé como docente en un colegio con contrato a término fijo de 10 meses. Quedé embarazada en enero de 2007 y le avisé al colegio. En mayo me notificaron que mi contrato vencía en junio cuando tenía 6 meses de embarazo, y me despidieron sin autorización del inspector de trabajo.",CST Art. 64 - Terminación del contrato por vencimiento del plazo,negativo_dificil_placeholder,0,T-352/08
"Trabajo como tornero en Metálicas Medellín y la empresa me debe ocho semanas de salario. Este es mi único sustento y el de mi familia. La empresa dice que está en crisis, con 50 procesos ejecutivos encima y se acogió a la Ley 550 de 1999 para reestructurarse.",Constitución Política Art. 25,positivo,1,T-1402/00
"Trabajo como tornero en Metálicas Medellín y la empresa me debe ocho semanas de salario. Este es mi único sustento y el de mi familia. La empresa dice que está en crisis, con 50 procesos ejecutivos encima y se acogió a la Ley 550 de 1999 para reestructurarse.",Constitución Política Art. 53,positivo,1,T-1402/00
"Trabajo como tornero en Metálicas Medellín y la empresa me debe ocho semanas de salario. Este es mi único sustento y el de mi familia. La empresa dice que está en crisis, con 50 procesos ejecutivos encima y se acogió a la Ley 550 de 1999 para reestructurarse.",CST Art. 236,negativo_facil,0,T-1402/00
"Trabajo como tornero en Metálicas Medellín y la empresa me debe ocho semanas de salario. Este es mi único sustento y el de mi familia. La empresa dice que está en crisis, con 50 procesos ejecutivos encima y se acogió a la Ley 550 de 1999 para reestructurarse.",Código Sustantivo del Trabajo Art. 64 - Privilegio del crédito laboral en procesos concursales,negativo_dificil_placeholder,0,T-1402/00
"Trabajé en Telecom desde 1990 hasta julio de 2003, cuando me despidieron. Soy padre cabeza de familia porque mi esposa y mis dos hijas menores tienen artritis reumatoide degenerativa y mi esposa no puede trabajar. Pedí varias veces que me reintegraran por estar protegido por el retén social, pero Telecom me dijo que no cumplía los requisitos y que las sentencias de la Corte solo aplicaban hacia el futuro.","Ley 790 de 2002, Art. 12",positivo,1,T-206/06
"Trabajé en Telecom desde 1990 hasta julio de 2003, cuando me despidieron. Soy padre cabeza de familia porque mi esposa y mis dos hijas menores tienen artritis reumatoide degenerativa y mi esposa no puede trabajar. Pedí varias veces que me reintegraran por estar protegido por el retén social, pero Telecom me dijo que no cumplía los requisitos y que las sentencias de la Corte solo aplicaban hacia el futuro.",Decreto 190 de 2003,positivo,1,T-206/06
"Trabajé en Telecom desde 1990 hasta julio de 2003, cuando me despidieron. Soy padre cabeza de familia porque mi esposa y mis dos hijas menores tienen artritis reumatoide degenerativa y mi esposa no puede trabajar. Pedí varias veces que me reintegraran por estar protegido por el retén social, pero Telecom me dijo que no cumplía los requisitos y que las sentencias de la Corte solo aplicaban hacia el futuro.",CST Art. 236,negativo_facil,0,T-206/06
"Trabajé en Telecom desde 1990 hasta julio de 2003, cuando me despidieron. Soy padre cabeza de familia porque mi esposa y mis dos hijas menores tienen artritis reumatoide degenerativa y mi esposa no puede trabajar. Pedí varias veces que me reintegraran por estar protegido por el retén social, pero Telecom me dijo que no cumplía los requisitos y que las sentencias de la Corte solo aplicaban hacia el futuro.","Código Sustantivo del Trabajo, Artículo 26",negativo_dificil_placeholder,0,T-206/06
"Trabajadores despedidos sin autorización del Ministerio de Trabajo mientras estaban incapacitados o con problemas de salud. Por ejemplo, uno trabajó desde 2012 ordeñando vacas, tuvo un accidente que le fracturó la rodilla, estuvo incapacitado, y cuando intentó volver a trabajar en muletas el patrón lo despidió diciendo que no había labores compatibles con su limitación.","Ley 361 de 1997, Art. 26",positivo,1,T-427/24
"Trabajadores despedidos sin autorización del Ministerio de Trabajo mientras estaban incapacitados o con problemas de salud. Por ejemplo, uno trabajó desde 2012 ordeñando vacas, tuvo un accidente que le fracturó la rodilla, estuvo incapacitado, y cuando intentó volver a trabajar en muletas el patrón lo despidió diciendo que no había labores compatibles con su limitación.",CST Art. 236,negativo_facil,0,T-427/24
"Trabajadores despedidos sin autorización del Ministerio de Trabajo mientras estaban incapacitados o con problemas de salud. Por ejemplo, uno trabajó desde 2012 ordeñando vacas, tuvo un accidente que le fracturó la rodilla, estuvo incapacitado, y cuando intentó volver a trabajar en muletas el patrón lo despidió diciendo que no había labores compatibles con su limitación.","Código Sustantivo del Trabajo, Art. 62",negativo_dificil_placeholder,0,T-427/24
"Tres mujeres fueron desvinculadas de sus trabajos: una cuando estaba lactando (su bebé tenía 6 meses), otra desvinculada dos veces (embarazada primero, y luego cuando su hija tenía 4 meses), y una tercera durante el embarazo. Todas habían informado oportunamente su condición a los empleadores, pero fueron despedidas sin autorización del Ministerio del Trabajo.",CST Art. 239 numeral 2,positivo,1,T-014/26
"Tres mujeres fueron desvinculadas de sus trabajos: una cuando estaba lactando (su bebé tenía 6 meses), otra desvinculada dos veces (embarazada primero, y luego cuando su hija tenía 4 meses), y una tercera durante el embarazo. Todas habían informado oportunamente su condición a los empleadores, pero fueron despedidas sin autorización del Ministerio del Trabajo.",CST Art. 236,negativo_facil,0,T-014/26
"Tres mujeres fueron desvinculadas de sus trabajos: una cuando estaba lactando (su bebé tenía 6 meses), otra desvinculada dos veces (embarazada primero, y luego cuando su hija tenía 4 meses), y una tercera durante el embarazo. Todas habían informado oportunamente su condición a los empleadores, pero fueron despedidas sin autorización del Ministerio del Trabajo.",CST Art. 240,negativo_dificil_placeholder,0,T-014/26
"Esta es una sentencia de unificación de jurisprudencia (SU070/13) que establece las reglas generales sobre protección laboral de mujeres embarazadas, no resuelve un caso particular de despido sino que unifica criterios jurisprudenciales sobre cómo proteger a trabajadoras gestantes en distintos tipos de contrato.",CST Art. 239,positivo,1,SU-070/13
"Esta es una sentencia de unificación de jurisprudencia (SU070/13) que establece las reglas generales sobre protección laboral de mujeres embarazadas, no resuelve un caso particular de despido sino que unifica criterios jurisprudenciales sobre cómo proteger a trabajadoras gestantes en distintos tipos de contrato.",CST Art. 240,positivo,1,SU-070/13
"Esta es una sentencia de unificación de jurisprudencia (SU070/13) que establece las reglas generales sobre protección laboral de mujeres embarazadas, no resuelve un caso particular de despido sino que unifica criterios jurisprudenciales sobre cómo proteger a trabajadoras gestantes en distintos tipos de contrato.",Constitución Política Art. 43,positivo,1,SU-070/13
"Esta es una sentencia de unificación de jurisprudencia (SU070/13) que establece las reglas generales sobre protección laboral de mujeres embarazadas, no resuelve un caso particular de despido sino que unifica criterios jurisprudenciales sobre cómo proteger a trabajadoras gestantes en distintos tipos de contrato.",Constitución Política Art. 53,positivo,1,SU-070/13
"Esta es una sentencia de unificación de jurisprudencia (SU070/13) que establece las reglas generales sobre protección laboral de mujeres embarazadas, no resuelve un caso particular de despido sino que unifica criterios jurisprudenciales sobre cómo proteger a trabajadoras gestantes en distintos tipos de contrato.",CST Art. 236,negativo_facil,0,SU-070/13
"Esta es una sentencia de unificación de jurisprudencia (SU070/13) que establece las reglas generales sobre protección laboral de mujeres embarazadas, no resuelve un caso particular de despido sino que unifica criterios jurisprudenciales sobre cómo proteger a trabajadoras gestantes en distintos tipos de contrato.",CST Art. 241,negativo_dificil_placeholder,0,SU-070/13
"Me despidieron de Helicol después de 9 años trabajando, sin saber que estaba embarazada. Les avisé 17 días después del despido que tenía 4 semanas de embarazo. También tenía problemas de salud (tendinitis) por el trabajo. En otro caso, la EPS me negó la licencia de maternidad porque no cumplí las semanas cotizadas.",CP Art. 43,positivo,1,T-092/16
"Me despidieron de Helicol después de 9 años trabajando, sin saber que estaba embarazada. Les avisé 17 días después del despido que tenía 4 semanas de embarazo. También tenía problemas de salud (tendinitis) por el trabajo. En otro caso, la EPS me negó la licencia de maternidad porque no cumplí las semanas cotizadas.",CP Art. 50,positivo,1,T-092/16
"Me despidieron de Helicol después de 9 años trabajando, sin saber que estaba embarazada. Les avisé 17 días después del despido que tenía 4 semanas de embarazo. También tenía problemas de salud (tendinitis) por el trabajo. En otro caso, la EPS me negó la licencia de maternidad porque no cumplí las semanas cotizadas.",CST Art. 64,positivo,1,T-092/16
"Me despidieron de Helicol después de 9 años trabajando, sin saber que estaba embarazada. Les avisé 17 días después del despido que tenía 4 semanas de embarazo. También tenía problemas de salud (tendinitis) por el trabajo. En otro caso, la EPS me negó la licencia de maternidad porque no cumplí las semanas cotizadas.",CST Art. 236,negativo_facil,0,T-092/16
"Me despidieron de Helicol después de 9 años trabajando, sin saber que estaba embarazada. Les avisé 17 días después del despido que tenía 4 semanas de embarazo. También tenía problemas de salud (tendinitis) por el trabajo. En otro caso, la EPS me negó la licencia de maternidad porque no cumplí las semanas cotizadas.",CST Art. 239,negativo_dificil_placeholder,0,T-092/16
"Trabajé como administradora en la avícola de mi pareja desde enero de 2023, pero él nunca me pagó salario, solo me daba alimentos y la cuota de nuestro hijo. Cuando le dije que estaba embarazada en abril de 2023, me despidió diciéndome que no volviera al local y que ese hijo no era suyo.",CST Art. 23,positivo,1,T-189/24
"Trabajé como administradora en la avícola de mi pareja desde enero de 2023, pero él nunca me pagó salario, solo me daba alimentos y la cuota de nuestro hijo. Cuando le dije que estaba embarazada en abril de 2023, me despidió diciéndome que no volviera al local y que ese hijo no era suyo.",CST Art. 239,positivo,1,T-189/24
"Trabajé como administradora en la avícola de mi pareja desde enero de 2023, pero él nunca me pagó salario, solo me daba alimentos y la cuota de nuestro hijo. Cuando le dije que estaba embarazada en abril de 2023, me despidió diciéndome que no volviera al local y que ese hijo no era suyo.","Ley 1822 de 2017, Art. 2",positivo,1,T-189/24
"Trabajé como administradora en la avícola de mi pareja desde enero de 2023, pero él nunca me pagó salario, solo me daba alimentos y la cuota de nuestro hijo. Cuando le dije que estaba embarazada en abril de 2023, me despidió diciéndome que no volviera al local y que ese hijo no era suyo.",CST Art. 236,negativo_facil,0,T-189/24
"Trabajé como administradora en la avícola de mi pareja desde enero de 2023, pero él nunca me pagó salario, solo me daba alimentos y la cuota de nuestro hijo. Cuando le dije que estaba embarazada en abril de 2023, me despidió diciéndome que no volviera al local y que ese hijo no era suyo.",CST Art. 127,negativo_dificil_placeholder,0,T-189/24
"Trabajé como docente en un jardín infantil con contratos a término fijo en 2017 y 2018. Me dijeron que renovarían mi contrato para 2019, me pidieron tallas para el uniforme, pero cuando les conté que estaba embarazada (el embarazo inició en noviembre 2018, pero me enteré en enero 2019), no me renovaron el contrato y me sacaron del grupo de WhatsApp.",CST Art. 239,positivo,1,T-043/20
"Trabajé como docente en un jardín infantil con contratos a término fijo en 2017 y 2018. Me dijeron que renovarían mi contrato para 2019, me pidieron tallas para el uniforme, pero cuando les conté que estaba embarazada (el embarazo inició en noviembre 2018, pero me enteré en enero 2019), no me renovaron el contrato y me sacaron del grupo de WhatsApp.",CST Art. 240,positivo,1,T-043/20
"Trabajé como docente en un jardín infantil con contratos a término fijo en 2017 y 2018. Me dijeron que renovarían mi contrato para 2019, me pidieron tallas para el uniforme, pero cuando les conté que estaba embarazada (el embarazo inició en noviembre 2018, pero me enteré en enero 2019), no me renovaron el contrato y me sacaron del grupo de WhatsApp.",Ley 1822 de 2017,positivo,1,T-043/20
"Trabajé como docente en un jardín infantil con contratos a término fijo en 2017 y 2018. Me dijeron que renovarían mi contrato para 2019, me pidieron tallas para el uniforme, pero cuando les conté que estaba embarazada (el embarazo inició en noviembre 2018, pero me enteré en enero 2019), no me renovaron el contrato y me sacaron del grupo de WhatsApp.",CST Art. 236,negativo_facil,0,T-043/20
"Trabajé como docente en un jardín infantil con contratos a término fijo en 2017 y 2018. Me dijeron que renovarían mi contrato para 2019, me pidieron tallas para el uniforme, pero cuando les conté que estaba embarazada (el embarazo inició en noviembre 2018, pero me enteré en enero 2019), no me renovaron el contrato y me sacaron del grupo de WhatsApp.",CST Art. 46,negativo_dificil_placeholder,0,T-043/20
"Me trasladaron de Popayán a Florencia (Caquetá) mediante resolución administrativa, pero padezco úlcera duodenal con hemorragias, hipertensión arterial, cardiopatía y me operaron de urgencia por colecistitis. En Florencia no hay centro hospitalario ni médicos especializados para mi tratamiento permanente, además me separaron de mi familia en pleno año escolar de mis hijos.",Constitución Política Art. 25,positivo,1,T-483/93
"Me trasladaron de Popayán a Florencia (Caquetá) mediante resolución administrativa, pero padezco úlcera duodenal con hemorragias, hipertensión arterial, cardiopatía y me operaron de urgencia por colecistitis. En Florencia no hay centro hospitalario ni médicos especializados para mi tratamiento permanente, además me separaron de mi familia en pleno año escolar de mis hijos.",CST Art. 236,negativo_facil,0,T-483/93
"Me trasladaron de Popayán a Florencia (Caquetá) mediante resolución administrativa, pero padezco úlcera duodenal con hemorragias, hipertensión arterial, cardiopatía y me operaron de urgencia por colecistitis. En Florencia no hay centro hospitalario ni médicos especializados para mi tratamiento permanente, además me separaron de mi familia en pleno año escolar de mis hijos.",Código Sustantivo del Trabajo Art. 105 - Traslado del trabajador,negativo_dificil_placeholder,0,T-483/93
"Trabajé como 30 años en Indurrajes S.A. La empresa nos ofreció un plan de retiro anticipado que rechazamos porque estábamos cerca de pensionarnos. Como no aceptamos, nos pusieron en licencia remunerada indefinida desde julio de 2000, nos quitaron el trabajo pero nos siguen pagando mensual en vez de semanal.","Constitución Política, Art. 25",positivo,1,T-611/01
"Trabajé como 30 años en Indurrajes S.A. La empresa nos ofreció un plan de retiro anticipado que rechazamos porque estábamos cerca de pensionarnos. Como no aceptamos, nos pusieron en licencia remunerada indefinida desde julio de 2000, nos quitaron el trabajo pero nos siguen pagando mensual en vez de semanal.","Constitución Política, Art. 53",positivo,1,T-611/01
"Trabajé como 30 años en Indurrajes S.A. La empresa nos ofreció un plan de retiro anticipado que rechazamos porque estábamos cerca de pensionarnos. Como no aceptamos, nos pusieron en licencia remunerada indefinida desde julio de 2000, nos quitaron el trabajo pero nos siguen pagando mensual en vez de semanal.",CST Art. 236,negativo_facil,0,T-611/01
"Trabajé como 30 años en Indurrajes S.A. La empresa nos ofreció un plan de retiro anticipado que rechazamos porque estábamos cerca de pensionarnos. Como no aceptamos, nos pusieron en licencia remunerada indefinida desde julio de 2000, nos quitaron el trabajo pero nos siguen pagando mensual en vez de semanal.","Código Sustantivo del Trabajo, Art. 186 - Suspensión del contrato de trabajo",negativo_dificil_placeholder,0,T-611/01
Trabajé como vendedora de chorizos en un carro dentro de las instalaciones de Carnecol. Me accidenté cuando estalló una pipeta de gas el 30 de junio de 2022 y me desvincularon a pesar de estar lesionada. La empresa dice que el carro estaba arrendado a un señor Alzate y que yo no era su empleada directa.,CST Art. 34,positivo,1,T-550/23
Trabajé como vendedora de chorizos en un carro dentro de las instalaciones de Carnecol. Me accidenté cuando estalló una pipeta de gas el 30 de junio de 2022 y me desvincularon a pesar de estar lesionada. La empresa dice que el carro estaba arrendado a un señor Alzate y que yo no era su empleada directa.,CST Art. 236,negativo_facil,0,T-550/23
Trabajé como vendedora de chorizos en un carro dentro de las instalaciones de Carnecol. Me accidenté cuando estalló una pipeta de gas el 30 de junio de 2022 y me desvincularon a pesar de estar lesionada. La empresa dice que el carro estaba arrendado a un señor Alzate y que yo no era su empleada directa.,CST Art. 36,negativo_dificil_placeholder,0,T-550/23
