sentencia,razon
T-149/11,"llm_no_pertinente: El caso trata sobre derecho a la salud y obligaciones de entidades promotoras de salud (seguridad social), no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-339/97,"llm_no_pertinente: El caso trata sobre seguridad social y pensiones, no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-199/09,no_pasa_prefiltro_keywords
T-057/11,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social en salud (afiliación a EPS), no sobre relación laboral individual privada."
T-567/17,"llm_no_pertinente: El caso trata sobre bienes baldíos y régimen de tierras (INCODER/ANT), no sobre relaciones laborales individuales privadas."
T-274/01,"llm_no_pertinente: El caso trata sobre empleado judicial (función pública) y cesantías en régimen especial de rama judicial, no sobre relación laboral privada regida por el Código Sustantivo del Trabajo."
T-133/25,no_pasa_prefiltro_keywords
T-447/94,llm_no_pertinente: El caso trata sobre derechos prevalentes del niño (salud) y unidad familiar; lo laboral (traslado de docente) es incidental al propósito central de proteger derechos fundamentales de la menor.
T-559/16,no_pasa_prefiltro_keywords
T-249/24,no_pasa_prefiltro_keywords
T-135/14,"llm_no_pertinente: El caso trata sobre libertad de expresión, derecho al buen nombre y responsabilidad de medios de comunicación. Aunque menciona a una presidenta de sindicato, lo laboral es incidental; el tema central es derecho constitucional de comunicación, no relación laboral individual privada."
T-094/06,"llm_no_pertinente: El caso trata principalmente sobre seguridad social (EPS, cotizaciones, incapacidades) regulado por la Ley 100 de 1993, no sobre relaciones laborales individuales privadas del Código Sustantivo del Trabajo."
T-989/05,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social (negativa de suministro de medicamento por EPS), no sobre relación laboral individual privada."
T-359/11,"llm_no_pertinente: El caso trata sobre contaminación auditiva y derechos fundamentales (intimidad, tranquilidad) en un establecimiento comercial, no sobre relación laboral individual privada."
T-228/14,"llm_no_pertinente: El caso trata sobre pensión de sobrevivientes (seguridad social), no sobre relación laboral individual privada regulada por el Código Sustantivo del Trabajo."
T-413/97,"llm_no_pertinente: El caso trata sobre derechos de propiedad y vivienda de interés social, no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-1758/00,"llm_no_pertinente: El caso trata sobre libertad de asociación sindical y descuentos sindicales, que corresponden a derecho colectivo, no laboral individual privado."
T-862/11,no_pasa_prefiltro_keywords
T-063/19,"llm_no_pertinente: El caso trata sobre derechos de comunidades indígenas (identidad étnica, cultural, autonomía y medio ambiente), no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-831/99,no_pasa_prefiltro_keywords
T-1074/03,no_pasa_prefiltro_keywords
SU-274/19,"llm_no_pertinente: El caso trata sobre libertad de expresión, medios de comunicación y juicios paralelos; lo laboral es incidental o ausente."
T-125/24,"llm_no_pertinente: El caso trata sobre traslado de servidor público (Rama Judicial y función pública), no sobre relación laboral individual privada regida por el CST."
T-248/14,"llm_no_pertinente: El caso trata sobre derecho de asociación sindical y negociación colectiva, que son materia de derecho laboral colectivo, no individual privado."
SU-1382/00,sin_texto_o_url_no_resuelve
T-1001/06,no_pasa_prefiltro_keywords
T-881/07,no_pasa_prefiltro_keywords
T-455/07,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social (cobertura de lentes por una EPS), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-714/11,"llm_no_pertinente: El caso trata sobre pensión de vejez y seguridad social, temas excluidos del alcance de derecho laboral individual privado."
T-603/06,"llm_no_pertinente: El caso trata sobre seguridad social (licencia de maternidad y EPS), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-903/06,"llm_no_pertinente: El caso trata sobre derecho hipotecario y ejecución de créditos inmobiliarios, no sobre relación laboral individual privada."
T-399/14,"llm_no_pertinente: El fragmento trata sobre responsabilidad estatal y procedibilidad de tutela contra providencias judiciales, no sobre relaciones laborales individuales privadas."
T-152/08,no_pasa_prefiltro_keywords
T-639/96,"llm_no_pertinente: El fragmento trata sobre revocación de actos administrativos en general, materia de derecho administrativo, sin relación con relaciones laborales individuales privadas."
T-868/04,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social de un menor, no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-1091/02,no_pasa_prefiltro_keywords
T-602/03,"llm_no_pertinente: El caso trata sobre desplazamiento forzado interno y derechos humanos, no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-120/98,"llm_no_pertinente: El caso trata sobre servidores públicos y función pública, no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo"
T-254/06,"llm_no_pertinente: El caso trata sobre desvinculación de empleado público nombrado en provisionalidad en cargo de carrera administrativa, que es función pública, no relación laboral privada regida por el Código Sustantivo del Trabajo."
T-495/08,"llm_no_pertinente: El caso trata sobre derecho de petición y seguridad social/pensiones en la función pública (Policía Nacional), no sobre derecho laboral individual privado regido por el Código Sustantivo del Trabajo."
T-513/02,no_pasa_prefiltro_keywords
T-882/01,"llm_no_pertinente: El caso trata sobre vulneración del derecho de asociación sindical y libertad sindical, que corresponde a derecho colectivo, no laboral individual privado."
T-596/05,"llm_no_pertinente: El caso trata sobre seguridad social y pensiones (bonos pensionales), no sobre derecho laboral individual privado regido por el Código Sustantivo del Trabajo."
T-620/00,"llm_no_pertinente: Las demandantes son trabajadoras del Concejo Distrital (función pública/empleados públicos), no de relaciones laborales privadas regidas por el Código Sustantivo del Trabajo."
T-238/00,"llm_no_pertinente: El caso trata sobre un empleado público (obrero del Municipio de Guamo), que corresponde a función pública, no a relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-470/07,no_pasa_prefiltro_keywords
T-244/22,no_pasa_prefiltro_keywords
T-512/14,no_pasa_prefiltro_keywords
T-350/96,no_pasa_prefiltro_keywords
T-297/07,"llm_no_pertinente: El caso trata principalmente sobre seguridad social (pago de incapacidades por EPS) y derechos constitucionales, no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-1238/04,no_pasa_prefiltro_keywords
T-165/07,no_pasa_prefiltro_keywords
T-448/01,"llm_no_pertinente: El caso trata sobre seguridad social en salud (cobertura médica de menores), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-618/10,"llm_no_pertinente: El caso trata sobre derechos pensionales y régimen de transición (seguridad social), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-192/04,"llm_no_pertinente: El caso trata sobre competencia jurisdiccional en una acción de tutela contra un tribunal de arbitramento en materia de contratos estatales, no sobre una relación laboral individual privada."
T-939/00,"llm_no_pertinente: El caso trata sobre pensiones y mesadas pensionales (seguridad social), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-1362/00,no_pasa_prefiltro_keywords
T-534/07,no_pasa_prefiltro_keywords
T-343/93,llm_no_pertinente: El fragmento trata sobre límites procesales de la acción de tutela y no sobre relaciones laborales individuales privadas.
T-498/00,no_pasa_prefiltro_keywords
SU-455/20,"llm_no_pertinente: El caso trata sobre derecho ambiental y responsabilidad por daño ambiental, no sobre relaciones laborales individuales privadas."
T-990/05,no_pasa_prefiltro_keywords
T-044/24,"llm_no_pertinente: Es una acción de tutela contra providencias judiciales por cuestiones procedimentales y patrimoniales, sin evidencia de que involucre derechos laborales individuales sustanciales del Código Sustantivo del Trabajo."
T-498/20,"llm_no_pertinente: El caso trata sobre seguridad social e invalidez (juntas de calificación de invalidez), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-1096/08,"llm_no_pertinente: El caso trata sobre obligaciones alimentarias en derecho de familia (alimentos entre cónyuges, padres e hijos), no sobre relaciones laborales individuales privadas."
T-806/07,"llm_no_pertinente: El caso trata sobre seguridad social en salud (afiliación/desafiliación a EPS), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-331/11,no_pasa_prefiltro_keywords
T-306/01,sin_articulos_fundamento_directo
T-436/95,no_pasa_prefiltro_keywords
T-1213/00,"llm_no_pertinente: El caso trata sobre actos administrativos de una entidad pública (Alcaldía Municipal) y una relación de empleo público, no sobre una relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-681/02,no_pasa_prefiltro_keywords
T-430/92,"llm_no_pertinente: El caso trata sobre derechos políticos y participación de minorías en mesas directivas del Senado, no sobre relaciones laborales individuales privadas."
T-654/08,"llm_no_pertinente: El caso trata sobre seguridad social en salud (EPS, POS, planes de salud), no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-256/06,"llm_no_pertinente: Caso sobre docentes de función pública (Secretaría de Educación del Atlántico) y régimen de carrera docente regido por Ley 715, excluido del alcance de derecho laboral individual privado."
T-257/03,no_pasa_prefiltro_keywords
T-051/07,"llm_no_pertinente: El caso trata sobre pensiones de sobrevivientes y seguridad social, fuera del alcance de derecho laboral individual privado regido por el CST."
T-734/16,"llm_no_pertinente: El caso trata sobre prestaciones pensionales y seguridad social (indemnización sustitutiva de pensión de vejez), que están excluidos del alcance de derecho laboral individual privado."
T-329/04,no_pasa_prefiltro_keywords
T-266/03,"llm_no_pertinente: El caso trata sobre pensión de sobrevivientes (seguridad social) y derecho de petición ante el ISS, no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-054/04,"llm_no_pertinente: El caso trata sobre derecho de petición en materia pensional (seguridad social), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-947/09,"llm_no_pertinente: El caso trata sobre fuero sindical y derecho de asociación sindical, que son temas de derecho laboral colectivo, no individual privado."
T-545/14,"llm_no_pertinente: El caso trata sobre derechos de salud y relación paciente-EPS, no sobre relación laboral individual privada regulada por el Código Sustantivo del Trabajo."
SU-171/26,sin_texto_o_url_no_resuelve
T-201/97,"llm_no_pertinente: El caso trata sobre derecho penal (consulta en grado de jurisdicción, pena de prisión, cocaína) y procedimiento judicial, no sobre relaciones laborales individuales privadas."
T-360/10,no_pasa_prefiltro_keywords
T-094/08,"llm_no_pertinente: El caso trata principalmente sobre licencia de maternidad en el contexto del sistema de seguridad social y cotizaciones al sistema de salud, no sobre relación laboral individual regida por el Código Sustantivo del Trabajo."
T-588/08,"llm_no_pertinente: El caso trata sobre función pública (docentes y directivos docentes del servicio educativo estatal) y procedimiento de concurso de méritos, no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-673/04,no_pasa_prefiltro_keywords
T-068/05,"llm_no_pertinente: El fragmento trata sobre procedencia excepcional de tutela contra providencias judiciales y debido proceso penal, sin referencia a relación laboral individual privada."
T-581/05,no_pasa_prefiltro_keywords
SU-168/17,"llm_no_pertinente: El caso trata sobre indexación de mesada pensional y seguridad social/pensiones, tema excluido del alcance de derecho laboral individual privado."
T-825/14,no_pasa_prefiltro_keywords
T-360/09,"llm_no_pertinente: El caso trata sobre un crédito hipotecario en UPAC, materia de derecho financiero/bancario, no sobre relaciones laborales individuales privadas."
T-401/15,"llm_no_pertinente: El caso trata sobre pensión de sobrevivientes, materia de seguridad social/pensiones, ajena al derecho laboral individual privado"
T-1207/08,sin_articulos_fundamento_directo
T-968/00,"llm_no_pertinente: El caso trata sobre el pago de mesadas pensionales (seguridad social/pensiones), no sobre relación laboral individual privada regida por el Código Sustantivo del Trabajo."
T-888/11,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social (acceso a servicios de salud por parte de una EPS), no sobre relación laboral individual privada."
T-231/22,"llm_no_pertinente: El caso trata sobre seguridad social y pensiones (sustitución pensional), no sobre derecho laboral individual privado regido por el Código Sustantivo del Trabajo."
SU-295/23,sin_texto_o_url_no_resuelve
T-236/00,no_pasa_prefiltro_keywords
T-314/11,"llm_no_pertinente: El caso trata sobre discriminación por identidad de género en acceso a un evento público (hotel), no sobre relación laboral individual privada"
T-224/14,no_pasa_prefiltro_keywords
T-565/10,no_pasa_prefiltro_keywords
T-514/09,no_pasa_prefiltro_keywords
T-589/93,"llm_no_pertinente: El caso trata sobre pensión de vejez (seguridad social/prestaciones sociales) y derecho de petición, no sobre relaciones laborales individuales privadas regidas por el Código Sustantivo del Trabajo."
T-442/13,"llm_no_pertinente: El fragmento trata sobre procedibilidad de tutela (subsidiariedad e inmediatez) y confianza legítima en relaciones administrativas, no sobre relaciones laborales individuales privadas."
T-398/15,"revision_manual: funcion_publica_o_pension, ver auditoria"
T-008/15,"revision_manual: funcion_publica_o_pension, ver auditoria"
T-004/25,"llm_no_pertinente: El caso trata sobre reparación directa, caducidad de acciones y desplazamiento forzado; lo laboral no es el objeto central."
T-585/93,"llm_no_pertinente: El caso trata centralmente sobre pensión de vejez y derechos de seguridad social, no sobre relación laboral individual regida por CST."
T-463/10,no_pasa_prefiltro_keywords
T-811/12,"llm_no_pertinente: El caso trata sobre pensión de invalidez (seguridad social), no sobre relación laboral individual regida por el CST."
T-234/18,"llm_no_pertinente: El caso trata centralmente sobre pensión de invalidez y seguridad social (Sistema General de Pensiones, Ley 100 de 1993), no sobre relación laboral individual bajo CST."
T-390/99,"llm_no_pertinente: El tema central es pensión de jubilación y seguridad social (ISS, aportes al sistema); aunque hay elementos laborales incidentales (salario, cesantías), la cuestión decisoria es el reconocimiento de pensión por mora en aportes."
T-858/03,"llm_no_pertinente: El caso trata centralmente sobre pensión de vejez y bono pensional, temas de seguridad social que están excluidos del alcance de derecho laboral individual."
T-391/95,no_pasa_prefiltro_keywords
T-154/98,no_pasa_prefiltro_keywords
T-365/98,no_pasa_prefiltro_keywords
T-500/03,no_pasa_prefiltro_keywords
T-452/01,no_pasa_prefiltro_keywords
T-630/00,"llm_no_pertinente: El tema central es bono pensional y pensión de vejez (seguridad social), no derecho laboral individual."
T-132/20,"llm_no_pertinente: El caso versa sobre un contrato de seguros de vida, no sobre una relación laboral individual regida por el CST"
T-589/00,"llm_no_pertinente: El caso trata sobre pensión de sobrevivientes y bono pensional, temas de seguridad social excluidos del alcance del dataset."
T-190/03,no_pasa_prefiltro_keywords
T-947/11,"llm_no_pertinente: El tema central es seguridad social en salud (cobertura médica y continuidad de tratamiento) para ex miembro de fuerzas públicas, no relación laboral individual regida por CST."
T-430/12,"llm_no_pertinente: El caso trata sobre incentivos económicos en acciones populares y derecho procesal administrativo, no sobre relación laboral individual."
T-298/12,no_pasa_prefiltro_keywords
SU-349/19,"llm_no_pertinente: El caso trata sobre efectos de sentencias de tutela y legitimación procesal, no sobre una relación laboral individual sustancial"
T-602/14,"llm_no_pertinente: El caso trata sobre pensión de sobrevivientes (derecho pensional), que está excluido del alcance de derecho laboral individual."
T-265/23,sin_texto_o_url_no_resuelve
T-028/02,no_pasa_prefiltro_keywords
T-050/96,llm_no_pertinente: El caso trata sobre procedimiento de tutela y perjuicio irremediable en disputa entre particulares sobre expulsión de inmueble; lo laboral no es el objeto central.
T-1128/03,"llm_no_pertinente: El caso trata sobre pensión (mesada pensional) y Seguridad Social, no sobre relación laboral individual. Además, involucra régimen especial del magisterio (Fondo Nacional de Prestaciones Sociales del Magisterio)."
T-458/98,"llm_no_pertinente: El caso trata sobre procedimiento de tutela contra providencias judiciales y acceso a justicia, no sobre relación laboral individual regida por CST."
T-540/00,sin_articulos_fundamento_directo
T-110/12,no_pasa_prefiltro_keywords
T-160/04,"llm_no_pertinente: El caso trata sobre reconocimiento y trámite de pensión de vejez ante el ISS, lo que constituye materia de seguridad social/pensiones, excluida del alcance de derecho laboral individual."
T-817/02,no_pasa_prefiltro_keywords
T-932/10,"llm_no_pertinente: El caso trata centralmente sobre suspensión de mesada pensional de jubilación y seguridad social en materia pensional, lo cual excluye el caso del alcance de derecho laboral individual según los criterios establecidos."
T-258/10,no_pasa_prefiltro_keywords
T-366/99,"llm_no_pertinente: El caso trata sobre derechos de salud y seguridad social (diagnóstico y atención médica), no sobre relación laboral individual regida por el CST"
T-693/98,no_pasa_prefiltro_keywords
T-859/09,"llm_no_pertinente: Caso de empleado público (servidor de la Defensoría del Pueblo) bajo régimen estatutario, no CST; además, la acción es promovida por sindicato en representación (derecho colectivo), lo que excluye del alcance de derecho laboral individual."
T-689/10,no_pasa_prefiltro_keywords
T-411/17,"llm_no_pertinente: El caso trata sobre derechos políticos y electorales (asignación de curul, representación en Cámara), no sobre relación laboral individual regida por CST."
T-412/18,no_pasa_prefiltro_keywords
T-268/00,no_pasa_prefiltro_keywords
T-692A/07,sin_texto_o_url_no_resuelve
T-118/00,"llm_no_pertinente: El caso trata sobre un contrato de medicina prepagada y seguros de vida, no sobre una relación laboral individual regida por el CST."
T-101/00,"llm_no_pertinente: El caso trata centralmente sobre pensión de vejez y seguridad social, no sobre relación laboral individual; aunque hay elementos laborales (servicio doméstico, salario), el objeto es la afiliación pensional y el derecho a pensión."
T-793/98,no_pasa_prefiltro_keywords
T-506/15,"llm_no_pertinente: El caso trata sobre seguro de vida y derechos de parejas del mismo sexo en materia de seguridad social, no sobre relación laboral individual regida por CST"
T-637/08,no_pasa_prefiltro_keywords
T-593/02,"llm_no_pertinente: El caso trata sobre liquidación de empresa de servicios públicos y defectos procesales (vía de hecho judicial), no sobre relación laboral individual regida por CST."
T-742/11,sin_articulos_fundamento_directo
T-038/19,no_pasa_prefiltro_keywords
T-1182/08,no_pasa_prefiltro_keywords
T-649/96,"llm_no_pertinente: El caso trata sobre juicio político de altos funcionarios y procedimiento penal ante la Corte Suprema, no sobre relación laboral individual regida por el CST."
T-928/10,"llm_no_pertinente: El caso trata sobre cobro de contribuciones parafiscales y debido proceso administrativo ante una entidad que administra fondos parafiscales, no sobre una relación laboral individual regida por el CST."
T-744/03,"llm_no_pertinente: El caso trata sobre pensión de jubilación y pago de mesadas pensionales, lo que corresponde a seguridad social y pensiones, excluido del alcance de derecho laboral individual."
T-1050/10,"llm_no_pertinente: El caso trata sobre licencia de paternidad y seguridad social (EPS, cotizaciones, Fondo de Solidaridad y Garantía), no sobre relación laboral individual regida por CST."
T-244/99,no_pasa_prefiltro_keywords
T-664/02,"llm_no_pertinente: El caso trata sobre licencia de maternidad y seguridad social (cotizaciones al Seguro Social), temas de seguridad social excluidos del alcance, sin importar que se mencione una relación laboral individual."
T-092/07,no_pasa_prefiltro_keywords
T-405/07,"llm_no_pertinente: El caso trata sobre derechos fundamentales (honra, buen nombre, intimidad, imagen) en contexto de acción de tutela, sin que aparezca como objeto central una relación laboral individual regida por el CST."
T-982/03,no_pasa_prefiltro_keywords
SU-998/00,"llm_no_pertinente: El caso trata centralmente sobre despido colectivo y vulneración del derecho de sindicalización (fuero sindical), que es derecho colectivo, no laboral individual."
T-977/12,no_pasa_prefiltro_keywords
T-212/09,"llm_no_pertinente: El caso trata sobre derecho a la salud de un menor y suministro de servicios por EPS, no sobre relación laboral individual regida por CST"
T-169/03,"llm_no_pertinente: El caso trata sobre pensión de jubilación en régimen especial de funcionario judicial, materia de seguridad social excluida del alcance de derecho laboral individual."
T-1419/00,"llm_no_pertinente: El caso trata sobre pensión de vejez reconocida por el ISS, materia de seguridad social excluida del alcance del dataset de derecho laboral individual."
T-461/07,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social (negación de medicamento por EPS), no sobre relación laboral individual regulada por CST."
T-434/97,"llm_no_pertinente: El caso trata sobre la cuantía y liquidación de pensiones de jubilación y pensiones de vejez del ISS, lo que corresponde a seguridad social y pensiones, no a derecho laboral individual."
T-665/04,"llm_no_pertinente: El caso trata sobre licencia de maternidad y seguridad social (EPS), no sobre relación laboral individual regida por CST."
T-319/14,no_pasa_prefiltro_keywords
T-244/10,no_pasa_prefiltro_keywords
SU-124/18,"llm_no_pertinente: El caso trata sobre derecho a la salud y sistema de seguridad social en salud (EPS, MIPRES), no sobre relación laboral individual regida por el Código Sustantivo del Trabajo."
T-256/23,sin_texto_o_url_no_resuelve
T-003/19,"llm_no_pertinente: El caso trata sobre derecho fundamental a la salud y negación de procedimiento médico por plan de salud, no sobre relación laboral individual regida por CST."
T-715/01,"llm_no_pertinente: El demandado es una entidad estatal (Alcaldía y Contraloría Municipal) y el demandante es empleado público vinculado bajo régimen administrativo, no bajo CST; aunque el caso trata pagos de salarios y cesantías, el vínculo es estatutario."
T-1220/04,no_pasa_prefiltro_keywords
T-328/93,"llm_no_pertinente: El caso trata sobre responsabilidad civil y daño a la salud por accidente (descarga eléctrica), no sobre relación laboral individual regida por CST. Lo laboral es incidental."
T-968/09,"llm_no_pertinente: El caso trata sobre custodia, cuidado personal de menores e interés superior del niño en contexto de derecho de familia, no sobre relación laboral individual regida por CST."
T-273/08,no_pasa_prefiltro_keywords
T-443/98,"llm_no_pertinente: El caso trata sobre carencia actual de objeto en tutela y no sobre una relación laboral individual sustancial; además, el vínculo es docente universitario en institución privada con elementos de contrato de prestación de servicios, no típicamente regido por CST."
T-056/24,no_pasa_prefiltro_keywords
T-361/20,"llm_no_pertinente: El caso trata sobre conflicto entre libertad de expresión y buen nombre comercial en valla publicitaria, no sobre relación laboral individual regida por CST."
T-004/01,"llm_no_pertinente: El caso trata centralmente sobre régimen contributivo de seguridad social en salud y responsabilidad de EPS, no sobre relación laboral individual regida por CST."
T-476/20,no_pasa_prefiltro_keywords
T-044/01,"llm_no_pertinente: El caso trata sobre mora en aportes de seguridad social en salud (sistema de seguridad social), no sobre una relación laboral individual regida por el CST."
T-293/18,"llm_no_pertinente: El caso trata sobre derechos fundamentales de intimidad, buen nombre y honra versus libertad de expresión de un concejal, sin relación con una relación laboral individual regida por el CST."
T-001/04,no_pasa_prefiltro_keywords
T-261/12,"llm_no_pertinente: El caso versa sobre derecho colectivo (sindicato, legitimación sindical, libertad sindical, conflicto colectivo de trabajo) y no sobre derecho laboral individual regido por CST."
T-213/10,"llm_no_pertinente: El caso trata sobre monopolio de licores y destinación de rentas departamentales (derecho administrativo/constitucional), no sobre relación laboral individual regida por CST."
T-353/18,no_pasa_prefiltro_keywords
T-043/26,no_pasa_prefiltro_keywords
T-1017/04,"llm_no_pertinente: El caso trata sobre derecho de petición en materia pensional (reliquidación de pensión de jubilación), no sobre relación laboral individual regida por el CST."
T-333/22,"llm_no_pertinente: El caso versa sobre derechos fundamentales (vivienda digna, agua potable, consulta previa, identidad cultural) en contexto de reconstrucción post-desastre; no trata de relación laboral individual regida por CST ni sus materias específicas."
T-050/19,no_pasa_prefiltro_keywords
T-395/00,no_pasa_prefiltro_keywords
T-593/96,no_pasa_prefiltro_keywords
T-169/98,no_pasa_prefiltro_keywords
T-797/98,"llm_no_pertinente: El caso trata sobre descuentos salariales por deuda de préstamo cooperativo y derecho de petición ante una cooperativa, no sobre una relación laboral individual regida por el CST. El vínculo laboral es incidental; el objeto central es la respuesta a peticiones ante una entidad privada (cooperativa)."
T-477/18,"llm_no_pertinente: El caso trata centralmente sobre pensión de invalidez y seguridad social, no sobre relación laboral individual regida por CST."
T-644/97,"llm_no_pertinente: El tema central es seguridad social (afiliación al régimen subsidiado y derechos de salud) en contexto de servicio militar obligatorio, no relación laboral individual regida por CST."
T-1137/05,no_pasa_prefiltro_keywords
T-072/02,no_pasa_prefiltro_keywords
T-1668/00,"llm_no_pertinente: El caso trata sobre períodos mínimos de cotización en seguridad social en salud (cobertura de cirugía), no sobre relación laboral individual regida por CST."
T-1039/12,no_pasa_prefiltro_keywords
T-350/18,"llm_no_pertinente: El caso trata centralmente sobre pensión de invalidez y seguridad social, no sobre relación laboral individual"
T-205/11,no_pasa_prefiltro_keywords
T-156/15,"llm_no_pertinente: El caso trata sobre pago de incapacidades laborales por enfermedad general, que es materia de seguridad social (Sistema de Seguridad Social, EPS, Colpensiones), no de derecho laboral individual regido por el CST."
T-298/21,sin_texto_o_url_no_resuelve
T-1233/04,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social (negación de medicamento fuera del POS), no sobre relación laboral individual regida por el CST."
T-453/00,"llm_no_pertinente: El caso trata sobre derecho tributario y procedimiento de cobro coactivo, no sobre relación laboral individual"
T-598/02,"llm_no_pertinente: El caso trata sobre servicios públicos domiciliarios (agua) y deberes fiscales del ciudadano, no sobre relación laboral individual."
T-212/19,"llm_no_pertinente: El caso trata sobre inscripción en el RUV y reparación a víctimas del conflicto armado, no sobre relación laboral individual regida por el CST."
T-036/10,no_pasa_prefiltro_keywords
T-070/99,"llm_no_pertinente: El caso trata sobre pensiones de ex trabajadores y acreencias del Fondo Pasivo Social, lo que constituye materia de seguridad social/pensiones, excluida del alcance de derecho laboral individual."
T-369/18,"llm_no_pertinente: El caso trata sobre derechos políticos y revocatoria del mandato, no sobre relación laboral individual regida por el CST."
T-302/22,"llm_no_pertinente: El caso trata sobre derechos de personas privadas de la libertad en contexto carcelario, no sobre relación laboral individual regida por CST."
T-152/13,llm_no_pertinente: El caso trata sobre procedibilidad de acción de tutela contra providencias judiciales en un proceso de reparación directa; lo laboral es incidental y no es el objeto central de la decisión.
T-235/09,no_pasa_prefiltro_keywords
T-077/19,no_pasa_prefiltro_keywords
T-099/93,"llm_no_pertinente: El caso trata sobre la relación entre un socio y una corporación social (Club Campestre), no sobre una relación laboral individual regida por el Código Sustantivo del Trabajo."
T-512/03,no_pasa_prefiltro_keywords
T-1092/04,no_pasa_prefiltro_keywords
T-422/20,no_pasa_prefiltro_keywords
T-332/07,no_pasa_prefiltro_keywords
T-124/97,"llm_no_pertinente: El tema central es seguridad social (cotizaciones en salud e Instituto de Seguros Sociales), no derecho laboral individual sustantivo."
T-419/06,"llm_no_pertinente: El caso trata sobre modificación unilateral de condiciones de un crédito hipotecario de vivienda, materia de derecho civil/financiero, no de derecho laboral individual."
T-795/02,"llm_no_pertinente: El caso trata sobre negación de pensión de invalidez por el Seguro Social; pensión es materia de seguridad social, excluida del alcance laboral individual."
T-1031/01,no_pasa_prefiltro_keywords
T-319/05,"llm_no_pertinente: El caso trata sobre notificación y procedimiento en proceso ejecutivo hipotecario, materia de derecho procesal civil, no de derecho laboral individual."
T-067/04,"llm_no_pertinente: El caso trata exclusivamente sobre pensión de jubilación y pago de mesadas pensionales, lo cual está explícitamente excluido del alcance de derecho laboral individual."
T-1655/00,"llm_no_pertinente: El caso central trata sobre pensión de jubilación y derechos de sustitución pensional (pensión de sobrevivientes), no sobre relación laboral individual"
T-445/03,"llm_no_pertinente: El caso trata sobre honorarios de concejales (cargo público-electoral), no sobre una relación laboral individual regida por el Código Sustantivo del Trabajo."
T-930/03,"llm_no_pertinente: El tema central es pensión de vejez/jubilación y bono pensional, que constituyen seguridad social, no derecho laboral individual"
T-238A/11,no_pasa_prefiltro_keywords
T-564/15,"llm_no_pertinente: El caso trata centralmente sobre seguridad social (pensión de sobrevivientes y sustitución pensional), que está excluido del alcance laboral individual."
T-002/09,no_pasa_prefiltro_keywords
T-1093/07,"llm_no_pertinente: El caso trata sobre afiliación a EPS y seguridad social en salud, no sobre relación laboral individual regida por CST."
T-107/03,no_pasa_prefiltro_keywords
T-224/03,"llm_no_pertinente: El caso trata sobre controversias económicas (pago de obligaciones derivadas de libranzas) ante entidades municipales, no sobre una relación laboral individual regida por el CST. Lo laboral es incidental."
T-158/93,no_pasa_prefiltro_keywords
T-058/23,sin_texto_o_url_no_resuelve
T-735/17,"llm_no_pertinente: El caso trata sobre violencia intrafamiliar, debido proceso y acceso a justicia, no sobre relación laboral individual regida por el CST."
T-774/13,no_pasa_prefiltro_keywords
T-026/05,"llm_no_pertinente: El caso trata sobre libertad religiosa en contexto educativo (SENA), no sobre una relación laboral individual regida por el CST. Lo laboral es incidental."
T-387/18,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social en materia de prestación de servicios de salud, no sobre relación laboral individual regida por CST."
T-008/12,"llm_no_pertinente: El caso trata sobre sustitución pensional y pensión de sobrevivientes, que son materia de seguridad social y sistema pensional, no de derecho laboral individual."
T-047/05,"llm_no_pertinente: El caso trata sobre procedencia de tutela contra providencias judiciales y cuestiones de procedimiento civil (demanda contra herederos), no sobre relación laboral individual."
